,pChEMBL,Canomicalsmiles
828,6.0,Cn1ncc2ccc(Nc3nccc(Nc4ccc5c(c4S(N)(=O)=O)OCCO5)n3)cc21
829,6.0,CNc1ccc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)OCCO4)n2)cc1OC
830,6.0,Cn1ncc2ccc(Nc3nccc(Nc4cccc(OC(F)(F)F)c4S(N)(=O)=O)n3)cc21
831,6.0,C=C(F)C(F)(F)Oc1cccc(Nc2ccnc(Nc3ccc(OC)c(OC)c3)n2)c1S(N)(=O)=O
832,6.0,COc1ccc(Nc2nccc(Nc3cccc(OCC(F)(F)F)c3S(N)(=O)=O)n2)cc1N(C)C
833,6.0,NS(=O)(=O)c1c(Nc2ccnc(Nc3cccc(OCC4CCCCO4)c3)n2)ccc2c1OCCO2
834,6.0,COc1ccc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)OC(F)(F)C(F)(F)O4)n2)cc1N(C)C
835,6.0,Cc1ccc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)OCCO4)n2)cc1OCC1CCCO1
836,6.0,COc1ccc(Nc2nccc(Nc3cccc(OCC(F)=C(F)F)c3S(N)(=O)=O)n2)cc1N(C)C
837,6.0,COc1ccc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)OC(F)(F)C(F)(F)O4)n2)cc1OC
838,6.0,CN1CCN(c2cccc(Nc3nccc(Nc4ccc5c(c4S(N)(=O)=O)OCCO5)n3)c2)CC1
839,6.0,COCCOc1cc(Nc2nccc(Nc3cccc(OC(F)(F)F)c3S(N)(=O)=O)n2)ccc1OC
840,6.0,NS(=O)(=O)c1c(Nc2ccnc(Nc3cccc(OCC4CCCO4)c3)n2)ccc2c1OCCO2
841,6.0,Cn1ncc2ccc(Nc3nccc(Nc4cccc(OCC(F)=C(F)F)c4S(N)(=O)=O)n3)cc21
842,6.0,COCCOc1cc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)CCC4)n2)ccc1OC
843,6.0,COc1ccc(Nc2nccc(Nc3cccc(OCC(F)=C(F)F)c3S(N)(=O)=O)n2)cc1OC
844,6.0,C[C@H]1CN(C(=O)C2CCC(n3/c(=N/C(=O)c4ccccc4)[nH]c4cnc(OCCN5CCCCC5)cc43)CC2)CCN1
845,6.0,O=C(/N=c1\[nH]c2cnc(OCCN3CCCCC3)cc2n1C1CCC(C(=O)N2CCNCC2)CC1)c1ccc(F)cc1
846,6.0,COc1ccc(Nc2nccc(Nc3ccc(C)c(C)c3S(N)(=O)=O)n2)cc1OCCCN1CCCC1
847,6.0,COc1c(C)ccc(Nc2ccnc(Nc3cccc(OCCCN4CCCC4)c3)n2)c1S(N)(=O)=O
848,6.0,COc1ccc(Nc2nccc(Nc3ccc(C)c(OC)c3S(N)(=O)=O)n2)cc1OCCCN1CCCC1
849,6.0,COc1ccc(Nc2ccnc(Nc3cccc(OCCC4CCCN4C)c3)n2)cc1O
850,6.0,C[N+]1(CCOc2cccc(Nc3nccc(Nc4ccccc4S(N)(=O)=O)n3)c2)C=CN=C1
851,6.0,C[N+]1(CCOc2cccc(Nc3ncc(Br)c(Nc4cccc(S(N)(=O)=O)c4)n3)c2)C=CN=C1
852,6.0,O=C(O)c1ccccc1Nc1ccnc(Nc2cccc(O)c2)n1
853,6.0,NC1CCN(c2ccc(Nc3nccc(Nc4ccccc4C(=O)O)n3)cc2)CC1
854,6.0,Nc1cccc(Nc2nccc(Nc3ccccc3C(=O)O)n2)c1
855,6.0,COc1ccc(Nc2ccnc(Nc3ccc(OC)c(OCCCN4CCCC4)c3)n2)c(S(N)(=O)=O)c1
856,6.0,CNS(=O)(=O)c1cc(Cl)c(C)cc1Nc1nc(Nc2cc(OC)c(OC)c(OC)c2)ncc1Br
857,6.0,CC(C)N1CCN(c2ccc(Nc3nc(Nc4ccc(N5CCOCC5)cc4)ncc3Cl)c3c2CN(C)C3=O)CC1
858,6.0,CNS(=O)(=O)c1cc(C)c(Cl)cc1Nc1nc(Nc2cc(OC)c(OC)c(OC)c2)ncc1Br
859,6.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cccc(C(F)(F)F)c2)ncc1Br
860,6.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2ccccc2)ncc1Br
861,6.0,CNS(=O)(=O)c1ccc(OC)cc1Nc1nc(Nc2cc(OC)c(OC)c(OC)c2)ncc1Br
862,6.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(OC)c(C)c(OC)c2)ncc1Br
863,6.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cccc(C(C)C)c2)ncc1Br
864,6.0,NS(=O)(=O)c1ccccc1Nc1ccnc(Nc2ccc3cn[nH]c3c2)n1
865,6.0,CNc1cc(Nc2nccc(Nc3cccc(OCC(F)(F)F)c3S(N)(=O)=O)n2)ccc1C
866,6.0,COc1cc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)CCC4)n2)cc(OC)c1OC
867,6.0,COc1ccc(Nc2nccc(Nc3cccc(OC(F)(F)F)c3S(N)(=O)=O)n2)cc1OC
868,6.0,COc1cc(Nc2nccc(Nc3cccc(N(C)C)c3S(N)(=O)=O)n2)cc(OC)c1OC
869,6.0,C=CCOc1cccc(Nc2ccnc(Nc3ccc(OC)c(OC)c3)n2)c1S(N)(=O)=O
870,6.0,COc1cc(N2CCOCC2)ccc1Nc1ncc(Cl)c(Nc2ccc(N3CCN(C(C)C)CC3)c3c2C(=O)N(C)C3)n1
871,6.0,COc1cc(Nc2nccc(Nc3cccc(C)c3S(N)(=O)=O)n2)cc(OC)c1OC
872,6.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(OC)c(OC)c(OC)c2)ncc1Br
873,6.0,COc1cc(Nc2nccc(Nc3cccc(OC)c3S(N)(=O)=O)n2)cc(OC)c1OC
874,6.0,COc1cc(Nc2nccc(Nc3ccccc3S(N)(=O)=O)n2)cc(OC)c1OC
875,6.0,COc1ccc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)OCO4)n2)cc1OC
876,6.0,COc1cc(N2CCOCC2)ccc1Nc1ncc(Cl)c(Nc2ccc(N3CCC(O)CC3)c3c2C(=O)N(C)C3)n1
877,6.0,COc1cc(Nc2ncc3ccn(-c4ccccn4)c3n2)cc(OC)c1OC
878,6.0,CCN1CCc2ccc(Nc3nccc(Nc4ccc5c(c4S(N)(=O)=O)OCCO5)n3)cc21
879,6.0,NS(=O)(=O)c1c(Nc2ccnc(Nc3ccc4cc[nH]c4c3)n2)ccc2c1OCCO2
880,6.0,CNc1cc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)OC(C)C4)n2)ccc1C
881,6.0,CNc1cc(Nc2nccc(Nc3ccc4ccoc4c3S(N)(=O)=O)n2)ccc1C
882,6.0,COc1cccc(Nc2ccnc(Nc3ccc4cc[nH]c4c3)n2)c1S(N)(=O)=O
883,6.0,CN1CCCC1CCOc1cccc(Nc2nccc(Nc3ccccc3O)n2)c1
884,6.0,CCN1CCc2ccc(Nc3nccc(Nc4cccc(OC)c4S(N)(=O)=O)n3)cc21
885,6.0,CNc1cc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)OCCC4)n2)ccc1C
886,6.0,CNc1cc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)OCC4)n2)ccc1C
887,6.0,CN1CCCC1CCOc1cccc(Nc2nccc(Nc3ccccc3S(N)(=O)=O)n2)c1
888,6.0,CC(C)N1CCN(c2ccc(Nc3nc(Cl)ncc3Cl)c3c2CN(C)C3=O)CC1
889,6.0,COc1cc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)OCCO4)n2)cc(OC)c1OC
890,6.0,CC(C)(O)CNC(=O)[C@H]1CC[C@@H](n2c(=NC(=O)c3ccc(F)cc3)[nH]c3ccc(CN4CCOCC4)cc32)CC1
891,6.0,C=CCNS(=O)(=O)c1cccc(C(=O)N=c2[nH]c3cnc(OCCN4CCCCC4)cc3n2[C@H]2CC[C@H](C(=O)NC(C)C)CC2)c1
892,6.0,CC(C)NC(=O)[C@H]1CC[C@@H](n2c(=NC(=O)NC3CCCCC3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1
893,6.0,CC(C)NC(=O)[C@H]1CC[C@@H](n2c(=NC(=O)N3CCOCC3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1
894,6.0,CC(C)NC(=O)[C@H]1CC[C@@H](n2c(=NC(=O)N3CCCC3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1
895,6.0,COC(=O)[C@H]1CC[C@@H](n2c(=NC(=O)c3cccc(C(F)(F)F)c3)[nH]c3ccc(CO)cc32)CC1
896,6.0,O=C(N=c1[nH]c2ccc(CN3CCCCC3)cc2n1C12CC3CC(CC(C3)C1)C2)c1ccccc1
897,6.0,O=C(N=c1[nH]c2ccc(CN3CCOCC3)cc2n1[C@H]1CC[C@@H](C(=O)N2CCOCC2)CC1)c1ccc(F)cc1
898,6.0,CN1CCN(C(=O)[C@H]2CC[C@@H](n3c(=NC(=O)c4ccc(F)cc4)[nH]c4ccc(CN5CCOCC5)cc43)CC2)CC1
899,6.0,O=C(N=c1[nH]c2ccc(CN3CCOCC3)cc2n1[C@H]1CC[C@@H](C(=O)NO)CC1)c1ccc(F)cc1
900,6.0,CC(C)NC(=O)[C@H]1CC[C@@H](n2c(=NC(=O)c3ccc(C(N)=O)cc3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1
901,6.0,CC(C)(O)C1CCN(Cc2ccc3[nH]c(=NC(=O)c4ccc(F)cc4)n([C@H]4CC[C@@H](C(=O)O)CC4)c3c2)CC1
902,6.0,CC(=O)N[C@H]1CC[C@H](n2c(=NC(=O)c3ccc(F)cc3)[nH]c3ccc(CN4CCC(C(C)(C)O)CC4)cc32)CC1
903,6.0,CC(C)(O)C1CCN(Cc2ccc3[nH]c(=NC(=O)c4ccc(F)cc4)n([C@H]4CC[C@H](C(N)=O)CC4)c3c2)CC1
904,6.0,CC(C)(O)C1CCN(Cc2ccc3[nH]c(=NC(=O)c4cccc(F)c4)n([C@H]4CC[C@H](C(N)=O)CC4)c3c2)CC1
905,6.0,N#C[C@]1(c2ccccn2)C[C@@H](n2c(=NC(=O)c3ccc(F)cc3)[nH]c3cnc(OCCN4CCCCC4)cc32)C1
906,6.0,CC(C)(O)C1CCN(Cc2ccc3[nH]c(=NC(=O)c4ccc(F)cc4)n([C@H]4CC[C@]5(CC4)NC(=O)NC5=O)c3c2)CC1
907,6.0,O=C(N=c1[nH]c2cnc(OCCN3CCCCC3)cc2n1[C@H]1CC[C@@H](C(=O)N2CCNCC2)CC1)c1ccc(F)cc1
908,6.0,C=CCNS(=O)(=O)c1cccc(C(=O)N=c2[nH]c3cnc(OCCN4CCCCC4)cc3n2[C@H]2CC[C@H](C(=O)NC)CC2)c1
909,6.0,CC(C)(O)C1CCN(CCOc2cc3c(cn2)[nH]/c(=N\C(=O)c2cccc(F)c2)n3C2CCC(C(=O)N3CC(O)C3)CC2)CC1
910,6.0,C=CCNS(=O)(=O)c1cccc(C(=O)/N=c2\[nH]c3cnc(OCCN4CCCCC4)cc3n2C2CCC(C(=O)NC(C)C)CC2)c1
911,6.0,CC(C)(O)C1CCN(CCOc2cc3c(cn2)[nH]/c(=N\C(=O)c2cccc(F)c2)n3C2CCC(C(=O)N3C[C@@H]4C[C@H]3CN4)CC2)CC1
912,6.0,CC(C)NC(=O)C1CCC(n2/c(=N/C(=O)c3ccnnc3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1.O=C(O)C(F)(F)F
913,6.0,COc1ccc(C(=O)/N=c2\[nH]c3cnc(OCCN4CCCCC4)cc3n2C2CCC(C(=O)NC(C)C)CC2)cc1.O=C(O)C(F)(F)F
914,6.0,CC(C)NC(=O)[C@H]1CC[C@@H](n2c(=NC(=O)c3ccc(S(C)(=O)=O)cc3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1
915,6.0,C=CCNS(=O)(=O)c1cccc(C(=O)/N=c2\[nH]c3cnc(OCCN4CCCCC4)cc3n2C2CCC(C(=O)NC(C)C)CC2)c1.O=C(O)C(F)(F)F
916,6.0,COc1ccc(C(=O)N=c2[nH]c3cnc(OCCN4CCCCC4)cc3n2[C@H]2CC[C@@H](C(=O)NC(C)C)CC2)cc1
917,6.0,CC(C)NC(=O)[C@H]1CC[C@@H](n2c(=NC(=O)c3ccc4cc[nH]c4c3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1
918,6.0,COc1cc(C(=O)N=c2[nH]c3cnc(OCCN4CCCCC4)cc3n2[C@H]2CC[C@@H](C(=O)NC(C)C)CC2)ccc1F
919,6.0,COc1cccc(C(=O)N=c2[nH]c3cnc(OCCN4CCCCC4)cc3n2[C@H]2CC[C@@H](C(=O)NC(C)C)CC2)c1
920,6.0,COc1cc(F)cc(C(=O)N=c2[nH]c3cnc(OCCN4CCCCC4)cc3n2[C@H]2CC[C@@H](C(=O)NC(C)C)CC2)c1
921,6.0,C=CCNS(=O)(=O)c1cccc(C(=O)N=c2[nH]c3cnc(OCCN4CCCCC4)cc3n2[C@H]2CC[C@H](C(N)=O)CC2)c1
922,6.0,CNC(=O)[C@H]1CC[C@H](n2c(=NC(=O)c3ccc(F)cc3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1
923,6.0,COc1ccccc1Nc1ncc(Cl)c(Nc2ccc(N3CCN(C)CC3)c3c2C(=O)N(C)C3)n1
924,6.0,CC(C)NC(=O)[C@H]1CC[C@@H](n2c(=NC(=O)c3ccc(F)cc3F)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1
925,6.0,Cc1n[nH]c([C@H]2CC[C@@H](n3c(=NC(=O)c4cccc(F)c4)[nH]c4ccc(CO)cc43)CC2)n1
926,6.0,CNCC(=O)N1CCC(n2c(=NC(=O)c3ccccc3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1
927,6.0,CC(C)(O)C1CCN(CCOc2cc3c(cn2)[nH]c(=NC(=O)c2cccc(F)c2)n3[C@H]2CC[C@@H](C(=O)N3CC(O)C3)CC2)CC1
928,6.0,CNC(=O)[C@]1(O)CC[C@@H](n2c(=NC(=O)c3ccc(F)cc3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1
929,6.0,CC(C)(O)C1CCN(CCOc2cc3c(cn2)[nH]c(=NC(=O)c2cccc(F)c2)n3[C@H]2CC[C@@H](C(=O)N3C[C@H]4C[C@@H]3CN4)CC2)CC1
930,6.0,COc1ccc(Nc2ncc(Cl)c(Nc3ccc(N4CCC(O)CC4)c4c3C(=O)N(C)C4)n2)c(OC)c1
931,6.0,CC(C)NC(=O)[C@H]1CC[C@@H](n2c(=NC(=O)c3cncs3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1
932,6.0,CC(C)NC(=O)[C@H]1CC[C@@H](n2c(=NC(=O)c3ccnnc3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1
933,6.0,COc1ccc(Nc2ncc(Cl)c(Nc3ccc(N4CCN(C)CC4)c4c3C(=O)N(C)C4)n2)c(OC)c1
934,6.0,C=CCNS(=O)(=O)c1cccc(C(=O)N=c2[nH]c3cnc(OCCN4CCCCC4)cc3n2[C@H]2CC[C@@H](C(=O)NC(C)C)CC2)c1
935,6.0,c1ccc(CNc2ncc3ccn(-c4ccccn4)c3n2)cc1
936,6.0,CNC(=O)c1ccc(Nc2ncc(Cl)c(Nc3ccc(N4CCN(C(C)C)CC4)c4c3C(=O)N(C)C4)n2)c(OC)c1
937,6.0,CC(C)S(=O)(=O)N1CCC(n2c(=NC(=O)c3ccccc3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1
938,6.0,CN1Cc2c(N3CCN(C(=O)OC(C)(C)C)CC3)ccc(Nc3nc(Cl)ncc3Cl)c2C1=O
939,6.0,NC(=O)[C@]1(c2cccc(Br)c2)C[C@@H](n2c(=NC(=O)c3ccc(F)cc3)[nH]c3cnc(OCCN4CCCCC4)cc32)C1
940,6.0,COC(=O)[C@H]1CC[C@@H](n2c(=NC(=O)c3ccccc3)[nH]c3cnccc32)CC1
941,6.0,O=C(N=c1[nH]c2ccc(CN3CCCCC3)cc2n1[C@H]1CC[C@@H](CO)CC1)c1ccc(F)cc1
942,6.0,COc1ccccc1Nc1ncc(Cl)c(Nc2ccc(N3CCN(C(C)C)CC3)c3c2C(=O)N(C)C3)n1
943,6.0,CNS(=O)(=O)N1CCC(n2c(=NC(=O)c3ccccc3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1
944,6.0,C[C@H]1CN(C(=O)[C@H]2CC[C@@H](n3c(=NC(=O)c4ccccc4)[nH]c4cnc(OCCN5CCCCC5)cc43)CC2)CCN1
945,6.0,CC(C)NC(=O)[C@]1(O)CC[C@@H](n2c(=NC(=O)c3ccc(F)cc3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1
946,6.0,CC(C)(C)OC(=O)N1CCC(c2nc(OCCN3CCCCC3)cc3[nH]c(=NC(=O)c4ccccc4)[nH]c23)CC1
947,6.0,COc1ccc(Nc2ncc(Cl)c(Nc3ccc(N4CCNCC4)c4c3C(=O)N(C)C4)n2)c(OC)c1
948,6.0,CCS(=O)(=O)N1CCC(n2c(=NC(=O)c3ccccc3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1
949,6.0,CNC(=O)c1cccc(-n2ccc3cnc(Nc4cc(OC)c(OC)c(OC)c4)nc32)n1
950,6.0,COc1cc(Nc2ncc3ccn(CCc4cccnc4)c3n2)cc(OC)c1OC
951,6.0,COc1cc(Nc2ncc3ccn(CCc4ccncc4)c3n2)cc(OC)c1OC
952,6.0,COc1cc(Nc2ncc3ccn(-c4ccc([N+](=O)[O-])cc4)c3n2)cc(OC)c1OC
953,6.0,CCc1ccc(-n2ccc3cnc(Nc4cc(OC)c(OC)c(OC)c4)nc32)cc1
954,6.0,COc1cc(Nc2ncc3ccn(-c4ccccc4[N+](=O)[O-])c3n2)cc(OC)c1OC
955,6.0,COc1cc(Nc2ncc3ccn(-c4cccc(C#N)c4)c3n2)cc(OC)c1OC
956,6.0,COC(=O)c1ccccc1-n1ccc2cnc(Nc3cc(OC)c(OC)c(OC)c3)nc21
957,6.0,COc1cc(Nc2ncc3ccn(-c4ccccc4C#N)c3n2)cc(OC)c1OC
958,6.0,COc1cc(Nc2ncc3ccn(Cc4cccnc4)c3n2)cc(OC)c1OC
959,6.0,COc1cc(Nc2ncc3ccn(-c4ccccc4C)c3n2)cc(OC)c1OC
960,6.0,COc1cc(Nc2ncc3ccn(-c4ccc(SC)cc4)c3n2)cc(OC)c1OC
961,6.0,COc1cc(Nc2ncc3ccn(-c4ccnc(Cl)n4)c3n2)cc(OC)c1OC
962,6.0,COc1cc(Nc2ncc3ccn(-c4ccc(C(C)(C)C)cc4)c3n2)cc(OC)c1OC
963,6.0,CNC(=O)c1cccc(-n2ccc3cnc(Nc4cc(OC)c(OC)c(OC)c4)nc32)c1
964,6.0,COc1cc(Nc2ncc3ccn(-c4ccccc4C(=O)O)c3n2)cc(OC)c1OC
965,6.0,COC(=O)c1cc2cnc(Nc3cc(OC)c(OC)c(OC)c3)nc2n1-c1ccccn1
966,6.0,CCCCc1ccc(-n2ccc3cnc(Nc4cc(OC)c(OC)c(OC)c4)nc32)cc1
967,6.0,COc1cc(Nc2ncc3ccn(-c4ccc(C(F)(F)F)cc4)c3n2)cc(OC)c1OC
968,6.0,COc1cc(Nc2ncc3ccn(-c4cccc(C(F)(F)F)c4)c3n2)cc(OC)c1OC
969,6.0,COc1cc(Nc2ncc3ccn(-c4cccc(CC(=O)O)c4)c3n2)cc(OC)c1OC
970,6.0,COC(=O)c1cccc(-n2ccc3cnc(Nc4cc(OC)c(OC)c(OC)c4)nc32)c1
971,6.0,COc1cc(Nc2ncc3ccn(-c4cccc(C(=O)O)c4)c3n2)cc(OC)c1OC
972,6.0,CNC(=O)c1ccccc1-n1ccc2cnc(Nc3cc(OC)c(OC)c(OC)c3)nc21
973,6.0,Cc1ccc(-c2cnc3ccccc3n2)cc1Nc1ncc2ccn(-c3ccccn3)c2n1
974,6.0,COc1cc(Nc2ncc3ccn(-c4cccc(C)c4)c3n2)cc(OC)c1OC
975,6.0,CC(C)c1ccccc1Nc1ncc2ccn(-c3ccccn3)c2n1
976,6.0,Brc1ccccc1Nc1ncc2ccn(-c3ccccn3)c2n1
977,6.0,Fc1ccccc1Nc1ncc2ccn(-c3ccccn3)c2n1
978,6.0,CCc1ccccc1Nc1ncc2ccn(-c3ccccn3)c2n1
979,6.0,Clc1ccccc1Nc1ncc2ccn(-c3ccccn3)c2n1
980,6.0,COc1ccc(C)c(Nc2ncc3ccn(-c4ccccn4)c3n2)c1
981,6.0,Cc1ccc(Br)cc1Nc1ncc2ccn(-c3ccccn3)c2n1
982,6.0,Cc1ccc(CO)cc1Nc1ncc2ccn(-c3ccccn3)c2n1
983,6.0,CSc1cccc(Nc2ncc3ccn(-c4ccccn4)c3n2)c1
984,6.0,Cc1cccc(Nc2ncc3ccn(-c4ccccn4)c3n2)c1
985,6.0,Cc1ccccc1Nc1ncc2ccn(-c3ccccn3)c2n1
986,6.0,COc1ccccc1Nc1ncc2ccn(-c3ccccn3)c2n1
987,6.0,COc1cccc(Nc2ncc3ccn(-c4ccccn4)c3n2)c1
988,6.0,Oc1cccc(Nc2ncc3ccn(-c4ccccn4)c3n2)c1
989,6.0,COc1cc(Nc2ncc3ccn(-c4cccnc4)c3n2)cc(OC)c1OC
990,6.0,c1ccc(-n2ccc3cnc(Nc4cccc5c4CCCC5)nc32)nc1
991,6.0,Cc1ccc(C(N)=O)cc1Nc1ncc2ccn(-c3ccccn3)c2n1
992,6.0,COc1cc(Nc2ncc3ccn(-c4ccncc4)c3n2)cc(OC)c1OC
993,6.0,COc1cc(Nc2ncc3ccn(-c4ccc(C)cc4)c3n2)cc(OC)c1OC
994,6.0,COc1cc(Nc2ncc3ccn(-c4ccc(C)cn4)c3n2)cc(OC)c1OC
995,6.0,COc1cc(Nc2ncc3ccn(-c4nccs4)c3n2)cc(OC)c1OC
996,6.0,c1ccc(-n2ccc3cnc(Nc4ccc5c(c4)OCO5)nc32)nc1
997,6.0,Cc1cc(I)ccc1Nc1ncc2ccn(-c3ccccn3)c2n1
998,6.0,c1ccc(-n2ccc3cnc(Nc4ccc5[nH]ccc5c4)nc32)nc1
999,6.0,Cc1ccc(I)cc1Nc1ncc2ccn(-c3ccccn3)c2n1
1000,6.0,FC(F)(F)c1ccccc1Nc1ncc2ccn(-c3ccccn3)c2n1
1001,6.0,FC(F)(F)c1ccc(Nc2ncc3ccn(-c4ccccn4)c3n2)cc1
1002,6.0,COc1cc(Nc2ncc3ccn(-c4cccc(CCC(=O)O)c4)c3n2)cc(OC)c1OC
1003,6.0,COc1cc(CNc2ncc3ccn(-c4ccccn4)c3n2)cc(OC)c1OC
1004,6.0,C=CCNS(=O)(=O)c1cc(C(=O)Nc2nc3ccc(CO)cc3n2C2CCC(C(=O)OC)CC2)ccc1F
1005,6.0,COCCCNS(=O)(=O)c1cc(C(=O)Nc2nc3ccc(CO)cc3n2C2CCC(C(=O)OC)CC2)ccc1F
1006,6.0,CNC(=O)C1(O)CCC(n2/c(=N/C(=O)c3ccc(F)cc3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1
1007,6.0,C/C=C/NS(=O)(=O)c1cccc(Nc2ccnc(Nc3cccc(OCCn4ccnc4)c3)n2)c1
1008,6.0,C/C=C/NS(=O)(=O)c1cccc(Nc2ccnc(Nc3cc(OC)c(OC)c(OC)c3)n2)c1
1009,6.0,CCCNc1ccc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)OCCO4)n2)cc1C
1010,6.0,CCNc1ccc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)OCCO4)n2)cc1C
1011,6.0,COCCCNc1cc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)OCCO4)n2)ccc1C
1012,6.0,CCCNc1cc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)OCCO4)n2)ccc1C
1013,6.0,CCNc1cc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)OCCO4)n2)ccc1C
1014,6.0,Nc1ccc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)OCCO4)n2)cc1C(=O)O
1015,6.0,CNc1ccc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)OCCO4)n2)cc1C(F)(F)F
1016,6.0,COc1cc(Nc2ncc3ccn(-c4cccc(CCC(=O)NCCN(C)C)c4)c3n2)cc(OC)c1OC
1017,6.0,O=C(O)c1ccccc1Nc1ccnc(Nc2ccc(N3CCOCC3)cc2)n1
1018,6.0,COc1cc(Nc2ncc3ccn(-c4cccc(CCC(=O)NCC(C)C)c4)c3n2)cc(OC)c1OC
1019,6.0,CNS(=O)(=O)c1ccccc1Cn1ccc2cnc(Nc3cc(OC)c(OC)c(OC)c3)nc21
1020,6.0,COc1ccc(Nc2ncc3ccn(Cc4cccnc4)c3n2)c(C)c1
1021,6.0,COc1cc(Nc2ncc3ccn(-c4cccc(C(=O)NCCCN(C)C)c4)c3n2)cc(OC)c1OC
1022,6.0,COc1cc(Nc2ncc3ccn(-c4cccc(CC(=O)NC5CCCC5)c4)c3n2)cc(OC)c1OC
1023,6.0,Nc1ccc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)OCCO4)n2)cc1C(F)(F)F
1024,6.0,CNc1cc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)OCCO4)n2)ccc1Br
1025,6.0,CNc1cc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)OCCO4)n2)ccc1Cl
1026,6.0,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C2CC2)n1
1027,6.0,Cc1cnc(Nc2cccc(OCCN3CCCCC3)c2)nc1Nc1ccc2c(c1S(N)(=O)=O)OCCO2
1028,6.0,CCN(CC)c1cc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)OCCO4)n2)ccc1OC
1029,6.0,NS(=O)(=O)c1c(Nc2nc(Nc3cccc(OCCN4CCCCC4)c3)ncc2Br)ccc2c1OCCO2
1030,6.0,COc1cc(N2CCC[C@H](C(N)=O)C2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C2CC2)n1
1031,6.0,COc1cc(N2CCN3CCOC[C@@H]3C2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1
1032,6.0,NS(=O)(=O)c1c(Nc2ccnc(Nc3cccc(OCCN4CCCCC4)c3)n2)ccc2c1OCCCO2
1033,6.0,CCS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(CN3CCC[C@@H](C(N)=O)C3)cc2OC)ncc1Cl
1034,6.0,COc1cc(N2CCN3CCOC[C@@H]3C2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)NC(C)C)n1
1035,6.0,COc1cc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)OCCO4)n2)cc2cccnc12
1036,6.0,CNc1cc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)OCCO4)n2)ccc1F
1037,6.0,CNc1cc(Nc2nccc(Nc3cccc(OC)c3S(N)(=O)=O)n2)ccc1Br
1038,6.0,CCc1ccc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)OCCO4)n2)cc1NC
1039,6.0,CCCNc1ccc(Nc2nccc(Nc3cccc(OC)c3S(N)(=O)=O)n2)cc1C
1040,6.0,CCNc1ccc(Nc2nccc(Nc3cccc(OC)c3S(N)(=O)=O)n2)cc1C
