,pChEMBL,Canomicalsmiles
414,7.301029995663981,O=C(/N=c1\[nH]c2ccc(CN3CCCCC3)cc2n1C12CC3CC(CC(C3)C1)C2)c1ccccc1
415,7.301029995663981,CC(C)(O)CNC(=O)[C@H]1CC[C@@H](n2/c(=N/C(=O)c3ccc(F)cc3)[nH]c3ccc(CN4CCOCC4)cc32)CC1
416,7.301029995663981,C=CCNS(=O)(=O)c1cccc(C(=O)/N=c2\[nH]c3cnc(OCCN4CCCCC4)cc3n2[C@H]2CC[C@H](C(=O)NC)CC2)c1
417,7.301029995663981,CC(C)NC(=O)[C@]1(O)CC[C@H](n2/c(=N/C(=O)c3ccc(F)cc3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1
418,7.301029995663981,CC(=O)N[C@H]1CC[C@H](n2/c(=N/C(=O)c3cccc(F)c3)[nH]c3ccc(CN4CCC(C(C)(C)O)CC4)cc32)CC1
419,7.301029995663981,C=CCNS(=O)(=O)c1cccc(C(=O)/N=c2\[nH]c3cnc(OCCN4CCCCC4)cc3n2[C@H]2CC[C@H](C(N)=O)CC2)c1
420,7.301029995663981,CC(C)NC(=O)[C@H]1CC[C@@H](n2/c(=N/C(=O)c3cncs3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1
421,7.301029995663981,CC(C)(O)C1CCN(Cc2ccc3[nH]/c(=N\C(=O)c4ccc(F)cc4)n([C@H]4CC[C@H](C(N)=O)CC4)c3c2)CC1
422,7.301029995663981,NC(=O)[C@]1(c2cccc(Br)c2)C[C@@H](n2/c(=N/C(=O)c3ccc(F)cc3)[nH]c3cnc(OCCN4CCCCC4)cc32)C1
423,7.301029995663981,COc1ccc(C(=O)/N=c2\[nH]c3cnc(OCCN4CCCCC4)cc3n2[C@H]2CC[C@@H](C(=O)NC(C)C)CC2)cc1
424,7.301029995663981,CC(C)NC(=O)[C@H]1CC[C@@H](n2/c(=N/C(=O)N3CCCC3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1
425,7.301029995663981,O=C(/N=c1\[nH]c2ccc(CN3CCOCC3)cc2n1[C@H]1CC[C@@H](C(=O)NO)CC1)c1ccc(F)cc1
426,7.301029995663981,CC(C)NC(=O)[C@H]1CC[C@@H](n2/c(=N/C(=O)c3ccc(F)cc3F)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1
427,7.301029995663981,CC(Oc1cc(-c2ccc(C3CCNCC3O)nc2)cnc1N)c1cc(Cl)ccc1C(F)(F)F
428,7.301029995663981,CC(C)NC(=O)[C@H]1CC[C@@H](n2/c(=N/C(=O)c3ccnnc3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1
429,7.292429823902063,CC(C)c1cc2c(=O)c3c4ccc(C#N)cc4[nH]c3n(C(C)C)c2cc1N1CCN(C)CC1
430,7.252588192113577,C[C@@H]1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)NC(=O)COc2ccc(F)cc21
431,7.251811972993799,COc1cc(N2CCN(C[C@H](C)O)CC2)c(F)cc1Nc1ncc2ccc(-c3ccccc3N(C)S(C)(=O)=O)n2n1
432,7.251811972993799,COc1c(Nc2ncc3ccc(-c4ccccc4N(C)S(C)(=O)=O)n3n2)ccc(N2CCN(C[C@H](C)O)CC2)c1F
433,7.244125144327507,CC(Oc1cc(-c2ccc(C3CO[C@@H]4[C@H](O)CO[C@H]34)nc2)cnc1N)c1c(Cl)cccc1Cl
434,7.214670164989233,CC(Oc1cc(-c2ccc(C3CO[C@@H]4[C@H](O)CO[C@H]34)nc2)cnc1N)c1cc(F)ccc1F
435,7.207608310501746,CO[C@H]1/C=C\C=C(C)C(=O)NC2=CC(=O)C(NCCN(C)C)=C(C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@@H]1OC(N)=O)C2=O
436,7.207608310501746,COC1C=C/C=C(\C)C(=O)NC2=CC(=O)C(NCCN(C)C)=C(C[C@@H](C)CC(OC)[C@H](O)[C@@H](C)/C=C(\C)C1OC(N)=O)C2=O
437,7.187086643357144,CC(Oc1cc(-c2ccc(C3CNC[C@H](O)C3)nc2)cnc1N)c1c(F)ccc(F)c1Cl
438,7.180456064458132,CC(Oc1cc(-c2ccc(C3CCNCC3)nc2)cnc1N)c1cc(Cl)ccc1C(F)(F)F
439,7.173925197299173,CN1CCN(c2ccc(Nc3ncc(Cl)c(Nc4ccccc4)n3)cc2)CC1
440,7.161150909262744,CC(Oc1cc(-c2ccc(C3(O)CCNCC3)nc2)cnc1N)c1c(Cl)cccc1Cl
441,7.080921907623926,CC(Oc1cc(-c2ccc(C3(O)COCC3O)nc2)cnc1N)c1cc(Cl)ccc1C(F)(F)F
442,7.040958607678906,C[C@H](O)CN1CCN(c2cc(F)c(Nc3ncc4ccc(-c5ccccc5N(C)S(C)(=O)=O)n4n3)cc2F)CC1
443,7.036212172654444,CN1CCN(c2ccc3cc2CCc2cccc(c2)Nc2nc(ncc2Cl)N3)CC1
444,7.008773924307505,C[C@@H](Oc1cc(-c2ccc([C@H]3CO[C@H]4[C@@H]3OC[C@H]4O)nc2)cnc1N)c1c(F)ccc(F)c1Cl
445,7.0,CC(C)(C)OC(=O)N1CCC(n2/c(=N/C(=O)c3ccccc3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1
446,7.0,CNCC(=O)N1CCC(n2/c(=N/C(=O)c3ccccc3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1
447,7.0,COc1cc(C(=O)/N=c2\[nH]c3cnc(OCCN4CCCCC4)cc3n2[C@H]2CC[C@@H](C(=O)NC(C)C)CC2)ccc1F
448,7.0,Cc1n[nH]c([C@H]2CC[C@@H](n3/c(=N/C(=O)c4cccc(F)c4)[nH]c4ccc(CO)cc43)CC2)n1
449,7.0,O=C(/N=c1\[nH]c2cnc(OCCN3CCCCC3)cc2n1[C@H]1CC[C@@H](C(=O)N2CCNCC2)CC1)c1ccc(F)cc1
450,7.0,CC(C)NC(=O)[C@H]1CC[C@@H](n2/c(=N/C(=O)N3CCOCC3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1
451,7.0,CN1CCN(C(=O)[C@H]2CC[C@@H](n3/c(=N/C(=O)c4ccc(F)cc4)[nH]c4ccc(CN5CCOCC5)cc43)CC2)CC1
452,7.0,CC(C)(O)C1CCN(CCOc2cc3c(cn2)[nH]/c(=N\C(=O)c2cccc(F)c2)n3[C@H]2CC[C@@H](C(=O)N3C[C@@H]4C[C@H]3CN4)CC2)CC1
453,7.0,C=CCNS(=O)(=O)c1cccc(C(=O)/N=c2\[nH]c3cnc(OCCN4CCCCC4)cc3n2[C@H]2CC[C@@H](C(=O)NC(C)C)CC2)c1
454,7.0,COC(=O)[C@H]1CC[C@@H](n2/c(=N/C(=O)c3cccc(C(F)(F)F)c3)[nH]c3ccc(CO)cc32)CC1
455,7.0,C=CCNS(=O)(=O)c1cc(C(=O)Nc2nc3ccc(CO)cc3n2[C@H]2CC[C@@H](C(=O)OC)CC2)ccc1F
456,7.0,CNC(=O)[C@]1(O)CC[C@H](n2/c(=N/C(=O)c3ccc(F)cc3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1
457,7.0,O=C(Nc1nc2ccc(CO)cc2n1C12CC3CC(CC(C3)C1)C2)c1ccccc1
458,7.0,CNS(=O)(=O)N1CCC(n2/c(=N/C(=O)c3ccccc3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1
459,7.0,CC(C)S(=O)(=O)N1CCC(n2/c(=N/C(=O)c3ccccc3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1
460,7.0,CCS(=O)(=O)N1CCC(n2/c(=N/C(=O)c3ccccc3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1
461,7.0,COC(=O)Nc1nc2ccc(CN3CCCCC3)cc2n1[C@H]1CC[C@@H](C(=O)NC(C)C)CC1
462,7.0,COCCCNS(=O)(=O)c1cc(C(=O)Nc2nc3ccc(CO)cc3n2[C@H]2CC[C@@H](C(=O)OC)CC2)ccc1F
463,7.0,C=CCNS(=O)(=O)c1cc(C(=O)Nc2nc3ccc(CN4CCCCC4)cc3n2[C@H]2CC[C@@H](C(=O)O)CC2)ccc1F
464,7.0,COC(=O)[C@H]1CC[C@@H](n2/c(=N/C(=O)c3ccccc3)[nH]c3cnccc32)CC1
465,7.0,CC(C)(O)C1CCN(Cc2ccc3[nH]/c(=N\C(=O)c4cccc(F)c4)n([C@H]4CC[C@H](C(N)=O)CC4)c3c2)CC1
466,7.0,CC(C)(O)C1CCN(Cc2ccc3[nH]/c(=N\C(=O)c4ccc(F)cc4)n([C@H]4CC[C@]5(CC4)NC(=O)NC5=O)c3c2)CC1
467,7.0,O=C(/N=c1\[nH]c2ccc(CN3CCOCC3)cc2n1[C@H]1CC[C@@H](C(=O)N2CCOCC2)CC1)c1ccc(F)cc1
468,7.0,CC(C)NC(=O)[C@H]1CC[C@@H](n2/c(=N/C(=O)c3ccc(S(C)(=O)=O)cc3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1
469,7.0,CC(C)NC(=O)[C@H]1CC[C@@H](n2/c(=N/C(=O)c3ccc(C(N)=O)cc3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1
470,7.0,CC(C)(O)C1CCN(CCOc2cc3c(cn2)[nH]/c(=N\C(=O)c2cccc(F)c2)n3[C@H]2CC[C@@H](C(=O)N3CC(O)C3)CC2)CC1
471,7.0,O=C(Nc1nc2ccc(CN3CCCCC3)cc2n1[C@H]1CC[C@@H](C(=O)O)CC1)c1ccc(F)cc1
472,7.0,CC(C)NC(=O)[C@H]1CC[C@@H](n2/c(=N/C(=O)NC3CCCCC3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1
473,7.0,CC(C)(O)C1CCN(Cc2ccc3[nH]/c(=N\C(=O)c4ccc(F)cc4)n([C@H]4CC[C@@H](C(=O)O)CC4)c3c2)CC1
474,7.0,CC(C)NC(=O)[C@H]1CC[C@@H](n2/c(=N/C(=O)c3ccc4cc[nH]c4c3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1
475,7.0,N#C[C@]1(c2ccccn2)C[C@H](n2/c(=N/C(=O)c3ccc(F)cc3)[nH]c3cnc(OCCN4CCCCC4)cc32)C1
476,7.0,CNC(=O)[C@H]1CC[C@H](n2/c(=N/C(=O)c3ccc(F)cc3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1
477,7.0,C=CCNS(=O)(=O)c1cccc(C(=O)/N=c2\[nH]c3cnc(OCCN4CCCCC4)cc3n2[C@H]2CC[C@H](C(=O)NC(C)C)CC2)c1
478,7.0,N#C[C@]1(c2ccccn2)C[C@H](n2c(NC(=O)c3ccc(F)cc3)nc3cnc(OCCN4CCCCC4)cc32)C1
479,7.0,O=C(/N=c1\[nH]c2ccc(CN3CCCCC3)cc2n1[C@H]1CC[C@@H](CO)CC1)c1ccc(F)cc1
480,6.935542010773082,CC(Oc1cc(-c2ccc(C3CNC[C@H](O)C3)nc2)cnc1N)c1cc(Cl)ccc1C(F)(F)F
481,6.886056647693163,COc1ccc2cc1Nc1nc(ncc1Cl)Nc1cccc(c1)CC2.O=C(O)C(F)(F)F
482,6.882728704344236,CC(Oc1cc(-c2ccc(C3(O)CCCOC3)nc2)cnc1N)c1cc(Cl)ccc1C(F)(F)F
483,6.87942606879415,CC(Oc1cc(-c2ccc(C3CO[C@@H]4[C@H](O)CO[C@H]34)nc2)cnc1N)c1cc(Cl)ccc1C(F)(F)F
484,6.823908740944319,COc1cc(Nc2nccc(Nc3ccccc3S(=O)(=O)N(C)C)n2)cc(OC)c1OC
485,6.823908740944319,CS(=O)(=O)Nc1ccc2cc1CCc1cccc(c1)Nc1ncc(Cl)c(n1)N2.O=C(O)C(F)(F)F
486,6.728158393463501,COc1ccc(N2CCN(C)CC2)cc1Nc1ncc2ccc(-c3ccccc3OC)n2n1
487,6.586700235918748,COc1ccc2cc1Nc1nc(ncc1Cl)Nc1ccc(N3CCN(C)CC3)c(c1)/C=C\2
488,6.585026652029182,CN1CCN(c2ccc(Nc3ncc4ccc(-c5ccccc5NS(C)(=O)=O)n4n3)cc2)CC1
489,6.568636235841013,CN(C)S(=O)(=O)c1ccccc1Nc1ccnc(Nc2cccc(OCCn3ccnc3)c2)n1
490,6.552841968657781,Clc1cnc2nc1NCc1cc(Br)cc(c1)OCCCc1cccc(c1)N2
491,6.548213564475709,Clc1cnc2nc1Nc1cccc(c1)CCc1cc(ccc1OCCN1CCCC1)N2
492,6.510041520575165,COc1cc2c(=O)c3c4ccc(C#N)cc4[nH]c3n(C)c2cc1N1CCN(C)CC1
493,6.485452247339714,Clc1cnc2nc1Nc1cccc(c1)SCCc1cccc(c1)N2.O=C(O)C(F)(F)F
494,6.481486060122113,CCCNS(=O)(=O)c1ccccc1Nc1ccnc(Nc2cc(OC)c(OC)c(OC)c2)n1
495,6.455931955649724,O=C(O)C(F)(F)F.Oc1ccc2cc1Nc1nc(ncc1Cl)Nc1cccc(c1)CC2
496,6.454692883534176,Clc1cnc2nc1Nc1cccc(c1)OCCc1cccc(c1)N2.O=C(O)C(F)(F)F
497,6.425968732272281,Clc1cnc2nc1Nc1cccc(c1)OCCNc1cccc(c1)N2.O=C(O)C(F)(F)F
498,6.406713932979542,CN1CCN(c2ccc3cc2/C=C\c2cccc(c2)Nc2nc(ncc2Cl)N3)CC1
499,6.3979400086720375,Clc1cnc2nc1Nc1cccc(c1)CCCNc1cccc(c1)N2.O=C(O)C(F)(F)F
500,6.381951903287908,Clc1cnc2nc1Nc1cccc(c1)C=Cc1cccc(c1)N2.O=C(O)C(F)(F)F
501,6.318758762624412,Clc1cnc2nc1Nc1cccc(c1)SCCOc1cccc(c1)N2.O=C(O)C(F)(F)F
502,6.301029995663981,Cc1ccccc1CNC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1
503,6.301029995663981,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCCc2cccs2)co1
504,6.301029995663981,CCc1ccc(NC(=O)NCc2nc(C(=O)NCc3cccc(OC)c3OC)cs2)cc1
505,6.301029995663981,CC1CCC(NC(=O)c2csc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n2)CC1
506,6.301029995663981,CCCCOc1ccc(NC(=O)NCc2nc(C(=O)NCc3ccccc3OC)cs2)cc1
507,6.301029995663981,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NC2CCCCC2)cs1
508,6.301029995663981,O=C(NCc1nc(C(=O)NCCc2cccc(Cl)c2)cs1)N[C@@H]1C[C@H]1c1ccccc1
509,6.301029995663981,O=C(Cc1ccc2ccccc2c1)NCc1nc(C(=O)NCCc2ccccc2F)cs1
510,6.301029995663981,CC(C)(C)CC(C)(C)NC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1
511,6.301029995663981,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCCc2ccccc2)cs1
512,6.301029995663981,COc1cccc(CNC(=O)c2csc(CNC(=O)COc3ccc(C(C)C)cc3)n2)c1OC
513,6.301029995663981,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCCOc2ccccc2)cs1
514,6.301029995663981,C[C@@H](CNC(=O)c1coc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1)c1ccccc1
515,6.301029995663981,CC(C)CCCC(C)NC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1
516,6.301029995663981,CCCCCCNC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1
517,6.301029995663981,CCC(CC)CNC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1
518,6.301029995663981,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCc2ccccn2)cs1
519,6.301029995663981,Cc1ccsc1CNC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1
520,6.301029995663981,CCc1ccc(NC(=O)NCc2nc(C(=O)NCCc3ccccc3F)cs2)cc1
521,6.301029995663981,O=C(COc1ccc(Cl)cc1)NCc1nc(C(=O)NCCc2ccccc2F)cs1
522,6.301029995663981,O=C(COc1cccc(Cl)c1)NCc1nc(C(=O)NCCc2cccc(Cl)c2)cs1
523,6.301029995663981,CSCCCNC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1
524,6.301029995663981,C[C@H](NC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1)C(C)(C)C
525,6.301029995663981,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCc2cccs2)cs1
526,6.301029995663981,CSc1ccc(NC(=O)NCc2nc(C(=O)NCCc3cccc(Cl)c3)cs2)cc1
527,6.301029995663981,CC(C)(C)CCNC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1
528,6.301029995663981,CCOc1ccc(NC(=O)NCc2nc(C(=O)NCCc3cccc(Cl)c3)cs2)cc1
529,6.301029995663981,CC(C)c1ccc(CC(=O)NCc2nc(C(=O)NCCc3ccccc3F)cs2)cc1
530,6.301029995663981,O=C(COc1ccc(Br)cc1)NCc1nc(C(=O)NCCc2cccc(Cl)c2)cs1
531,6.301029995663981,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCC2CC2)cs1
532,6.301029995663981,CCSCCNC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1
533,6.301029995663981,CC(NC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1)c1ccccc1
534,6.301029995663981,CCc1ccc(OCC(=O)NCc2nc(C(=O)NCCc3cccc(Cl)c3)cs2)cc1
535,6.301029995663981,O=C(Cc1ccc2ccccc2c1)NCc1nc(C(=O)NCCc2cccc(Cl)c2)cs1
536,6.301029995663981,Cc1ccc(CNC(=O)c2csc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n2)cc1
537,6.301029995663981,CCC(CC)NC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1
538,6.301029995663981,CC(C)C[C@@H](NC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1)C(N)=O
539,6.301029995663981,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NC2CCc3ccccc32)cs1
540,6.301029995663981,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCCc2cccc(Cl)c2)co1
541,6.301029995663981,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCCc2ccccc2Cl)cs1
542,6.301029995663981,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCCc2ccccc2F)co1
543,6.301029995663981,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCC2CCCCC2)cs1
544,6.301029995663981,Cc1cc(Cl)ccc1CNC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1
545,6.301029995663981,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCCc2cccc(F)c2)co1
546,6.301029995663981,O=C(CNC(=O)c1ccc([N+](=O)[O-])cc1)NCc1nc(C(=O)NCCc2cccc(Cl)c2)cs1
547,6.301029995663981,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCCc2ccc(F)cc2)co1
548,6.301029995663981,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCc2cccc(I)c2)cs1
549,6.301029995663981,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCCN2CCOCC2)cs1
550,6.301029995663981,CN(CCCNC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1)c1ccccc1
551,6.301029995663981,COc1ccc(CNC(=O)c2csc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n2)c(OC)c1
552,6.301029995663981,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCc2cc(F)cc(F)c2)cs1
553,6.301029995663981,CCCCCC(C)NC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1
554,6.301029995663981,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCc2cccc(F)c2)cs1
555,6.301029995663981,CC(CCc1ccccc1)NC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1
556,6.301029995663981,CSc1ccccc1CNC(=O)c1coc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1
557,6.301029995663981,COc1ccc(CNC(=O)c2csc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n2)cc1
558,6.301029995663981,CCCCC(CC)CNC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1
559,6.301029995663981,C#CC(CC)(CC)NC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1
560,6.301029995663981,COc1ccc([C@H](C)NC(=O)c2csc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n2)cc1
561,6.301029995663981,COc1ccccc1CNC(=O)c1csc(CNC(=O)c2cccnc2Oc2ccc(Cl)cc2)n1
562,6.301029995663981,Cc1ccc([C@H](C)NC(=O)c2csc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n2)cc1
563,6.301029995663981,COc1ccccc1CNC(=O)c1coc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1
564,6.301029995663981,Cc1cccc(CCNC(=O)c2coc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n2)c1
565,6.301029995663981,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCc2ccc(F)cc2)cs1
566,6.301029995663981,COc1cccc(CNC(=O)c2csc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n2)c1
567,6.301029995663981,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCc2ccccc2Cl)cs1
568,6.301029995663981,COc1ccccc1CNC(=O)c1csc(CNC(=O)Nc2ccc(C(C)C)cc2)n1
569,6.301029995663981,CCC(C)CNC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1
570,6.301029995663981,NC(=O)C(NC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1)c1ccccc1
571,6.301029995663981,CCOc1ccccc1CNC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1
572,6.301029995663981,COc1ccccc1CCNC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1
573,6.301029995663981,CCCCOCCCNC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1
574,6.301029995663981,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCCc2ccc(Cl)cc2)cs1
575,6.301029995663981,COc1cccc(CCNC(=O)c2csc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n2)c1
576,6.301029995663981,Cc1ccc(Cl)cc1CNC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1
577,6.301029995663981,Cc1ccc(CCNC(=O)c2csc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n2)cc1
578,6.301029995663981,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCCc2ccc(Br)cc2)cs1
579,6.301029995663981,Cc1cccc(CNC(=O)c2csc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n2)c1C
580,6.301029995663981,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCc2cc(F)ccc2F)cs1
581,6.301029995663981,Cc1ccc(F)cc1CNC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1
582,6.301029995663981,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCc2ccc(Cl)cc2Cl)cs1
583,6.301029995663981,Cc1ccc(CCNC(=O)c2csc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n2)cc1C
584,6.301029995663981,CC(NC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1)c1ccc(F)cc1
585,6.301029995663981,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCCSCc2ccco2)cs1
586,6.301029995663981,Cc1ccc(NC(=O)NCc2nc(C(=O)NCCc3cccc(Cl)c3)cs2)cc1
587,6.301029995663981,COc1cccc(CNC(=O)c2csc(CNC(=O)Nc3ccc(C(C)C)cc3)n2)c1OC
588,6.301029995663981,CC(C)CNC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1
589,6.301029995663981,COc1ccccc1CNC(=O)c1csc(CNC(=O)COc2ccc(I)cc2)n1
590,6.301029995663981,CC(C)c1ccc(CC(=O)NCc2nc(C(=O)NCCc3cccc(Cl)c3)cs2)cc1
591,6.301029995663981,CC(C)c1ccc(OCC(=O)NCc2nc(C(=O)NCCc3cccc(Cl)c3)cs2)cc1
592,6.301029995663981,O=C(COc1ccc(I)cc1)NCc1nc(C(=O)NCCc2ccccc2F)cs1
593,6.301029995663981,CC(C)c1ccc(OCC(=O)NCc2nc(C(=O)NCCc3ccccc3F)cs2)cc1
594,6.301029995663981,CC(C)(C)c1ccc(OCC(=O)NCc2nc(C(=O)NCCc3cccc(Cl)c3)cs2)cc1
595,6.301029995663981,CCCOCCCNC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1
596,6.301029995663981,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCCc2ccccn2)cs1
597,6.301029995663981,CCC(NC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1)c1ccccc1
598,6.301029995663981,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCCc2ccncc2)cs1
599,6.301029995663981,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCCc2cccnc2)cs1
600,6.301029995663981,CSc1ccccc1CNC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1
601,6.301029995663981,CC1CCCCC1NC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1
602,6.301029995663981,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCCC2=CCCCC2)cs1
603,6.301029995663981,Cc1ccc(CCNC(=O)c2csc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n2)c(C)c1
604,6.301029995663981,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCc2ccc(Cl)c(Cl)c2)cs1
605,6.301029995663981,CC(C)C(C)NC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1
606,6.301029995663981,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCCc2cccc(C(F)(F)F)c2)cs1
607,6.301029995663981,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)N2CCc3c([nH]c4ccccc34)C2)cs1
608,6.301029995663981,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)N2CCN(c3c(Cl)cncc3Cl)CC2)cs1
609,6.301029995663981,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCCC2)cs1
610,6.301029995663981,COc1ccccc1CNC(=O)c1csc(CNC(=O)Cc2ccc(C(C)C)cc2)n1
611,6.301029995663981,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCc2cc(Cl)cc(Cl)c2)cs1
612,6.301029995663981,CC(C)[C@H](C)NC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1
