,ID,Canomicalsmiles,pChEMBL
638,27,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cccc3c2ccn3CCCN2CCOCC2)ncc1Cl,1
639,1047,CNc1cc(Nc2nccc(Nc3cccc(OC)c3S(N)(=O)=O)n2)ccc1F,0
640,497,Clc1cnc2nc1Nc1cccc(c1)OCCNc1cccc(c1)N2.O=C(O)C(F)(F)F,0
641,1262,COc1cc(Nc2ncc3ccn(-c4ncccn4)c3n2)cc(OC)c1OC,0
642,985,Cc1ccccc1Nc1ncc2ccn(-c3ccccn3)c2n1,0
643,0,CCc1cc2c(=O)c3c4ccc(C#N)cc4[nH]c3n(C(C)C)c2cc1N1CCNCC1,1
644,662,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCc2ccc(F)c(Cl)c2)cs1,0
645,701,COCc1n[nH]c2nc(-c3ccc(O)c(Cl)c3)c3cc(OC)c(OC)cc3c12,0
646,205,COc1cc(N2CCOCC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)NC2CCCC2)n1,1
647,1293,COC(=O)Cc1ccccc1-n1ccc2cnc(Nc3cc(OC)c(OC)c(OC)c3)nc21,0
648,100,CNC1CCN(c2ccc(Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)NC(C)C)n3)c(OC)c2)C1,1
649,122,CCNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl,1
650,689,Clc1cnc2nc1Nc1cccc(c1)OCCOc1cccc(c1)N2.O=C(O)C(F)(F)F,0
651,522,O=C(COc1cccc(Cl)c1)NCc1nc(C(=O)NCCc2cccc(Cl)c2)cs1,0
652,1391,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2cccc3c2C(=O)N(C)CC3)n1,0
653,1177,NS(=O)(=O)c1ccccc1Nc1ccnc(Nc2cccc(OCCn3ccnc3)c2)n1,0
654,153,COc1cc(CN2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C2CC2)n1,1
655,1372,COc1cc(N2CCC[C@](C)(C(N)=O)C2)ccc1Nc1ncc(Cl)c(Nc2cccc3c2C(=O)N(C)C3)n1,0
656,1430,COc1cccc(Nc2ccnc(Nc3ccc(C)c(OCCN4CCCC4)c3)n2)c1S(N)(=O)=O,0
657,386,COc1cc2c(=O)c3c4ccc(C#N)cc4[nH]c3n(C3CC3)c2cc1N1CCN(C)CC1,1
658,56,COc1ccc(Nc2ncc3ccn(-c4cccc(Cl)c4)c3n2)c(C)c1,1
659,1172,COc1ccc(Nc2nccc(Nc3cccc(F)c3S(N)(=O)=O)n2)cc1N(C)C,0
660,1184,COc1cc(Nc2nccc(Nc3ccccc3S(=O)(=O)NC3CC3)n2)cc(OC)c1OC,0
661,394,CCn1c2cc(N3CCN(C)CC3)c(OC)cc2c(=O)c2c3ccc(C#N)cc3[nH]c21,1
662,1527,CC(C)(C)OC(=O)NC1CCN(C(=O)c2csc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n2)C1,0
663,1429,COc1ccc(Nc2nccc(Nc3cc(Cl)ccc3O)n2)cc1OCCN1CCCCC1,0
664,1445,COc1cc(N2CCOCC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2-c2nn[nH]n2)n1,0
665,1462,NS(=O)(=O)c1ccccc1Nc1ccnc(Nc2cccc(OCCN3CCCCC3)c2)n1,0
666,713,COc1cc2c(-c3ccc(O)cc3)nc3[nH]ncc3c2cc1OC,0
667,654,COc1cc(CNC(=O)c2csc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n2)cc(OC)c1,0
668,720,COc1cc2c(-c3ccc(O)cc3)nc3[nH]nc(CN4CCCC4=O)c3c2cc1OC,0
669,1270,CCOCCCNC(=O)c1cccc(-n2ccc3cnc(Nc4cc(OC)c(OC)c(OC)c4)nc32)c1,0
670,1223,COc1cc(Nc2nccc(Nc3cc(C)cc(C)c3O)n2)cc(OC)c1OC,0
671,487,COc1ccc2cc1Nc1nc(ncc1Cl)Nc1ccc(N3CCN(C)CC3)c(c1)/C=C\2,0
672,1346,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(OCCN3CCCCC3)ccc2OC)ncc1Br,0
673,333,CCOc1cc2c(=O)c3c4ccc(C#N)cc4[nH]c3n(C(C)C)c2c(F)c1N1CCN(C)CC1,1
674,1169,COc1cc(Nc2ncc(C)c(Nc3ccccc3S(N)(=O)=O)n2)cc(OC)c1OC,0
675,537,CCC(CC)NC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1,0
676,473,CC(C)(O)C1CCN(Cc2ccc3[nH]/c(=N\C(=O)c4ccc(F)cc4)n([C@H]4CC[C@@H](C(=O)O)CC4)c3c2)CC1,1
677,892,CC(C)NC(=O)[C@H]1CC[C@@H](n2c(=NC(=O)NC3CCCCC3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1,0
678,1263,COc1ccc(C)c(Nc2ncc3ccn(-c4ncccc4[N+](=O)[O-])c3n2)c1,0
679,367,COc1cc(N2CCC(N3CCOCC3)CC2)ccc1Nc1ncc2ccc(-c3ccccc3N(C)S(C)(=O)=O)n2n1,1
680,344,CC(C)Oc1cc2c(=O)c3c4ccc(C#N)cc4[nH]c3n(C(C)C)c2cc1N1CCN(C)CC1,1
681,445,CC(C)(C)OC(=O)N1CCC(n2/c(=N/C(=O)c3ccccc3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1,1
682,372,C[C@@H](Oc1cc(-c2cc(F)c3c(c2)CCNC3)cnc1N)c1c(Cl)ccc(F)c1Cl,1
683,748,CNc1ccc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)OCCO4)n2)cc1C,0
684,678,Cl.Nc1ccc2cc1CCc1cccc(c1)Nc1ncc(Cl)c(n1)N2,0
685,551,COc1ccc(CNC(=O)c2csc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n2)c(OC)c1,0
686,444,C[C@@H](Oc1cc(-c2ccc([C@H]3CO[C@H]4[C@@H]3OC[C@H]4O)nc2)cnc1N)c1c(F)ccc(F)c1Cl,1
687,851,C[N+]1(CCOc2cccc(Nc3ncc(Br)c(Nc4cccc(S(N)(=O)=O)c4)n3)c2)C=CN=C1,0
688,774,CN1CCN(C(=O)C2CCC(n3/c(=N/C(=O)c4ccc(F)cc4)[nH]c4ccc(CN5CCOCC5)cc43)CC2)CC1,0
689,1373,COc1ccccc1Nc1ncc(Cl)c(Nc2ccc(N3CCC(N4CCNCC4)CC3)c3c2C(=O)N(C)CC3)n1,0
690,456,CNC(=O)[C@]1(O)CC[C@H](n2/c(=N/C(=O)c3ccc(F)cc3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1,1
691,1323,COc1cc(N2CCC(O)CC2)ccc1Nc1ncc(Cl)c(Nc2cccc3c2C(=O)N(C)CC3)n1,0
692,1326,COc1cc(N2CCC(C(N)=O)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)NCC(C)C)n1,0
693,243,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(F)ccc2OC)ncc1Br,1
694,778,COc1cc(F)cc(C(=O)/N=c2\[nH]c3cnc(OCCN4CCCCC4)cc3n2C2CCC(C(=O)NC(C)C)CC2)c1,0
695,26,CCC(CC)NS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(OCCN3CCOCC3)cc2OC)ncc1Cl,1
696,324,CC(C)n1c2cc(N3CCN(C)CC3)c(Br)cc2c(=O)c2c3ccc(C#N)cc3[nH]c21,1
697,523,CSCCCNC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1,0
698,581,Cc1ccc(F)cc1CNC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1,0
699,1378,COc1cc(N2CCC[C@@](C)(C(N)=O)C2)ccc1Nc1ncc(Cl)c(Nc2cccc3c2C(=O)N(C)C3)n1,0
700,1083,c1ccc(-n2ccc3cnc(Nc4ccc5cc[nH]c5c4)nc32)nc1,0
701,30,CCCS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(NCCN3CCOCC3)cc2OC)ncc1Cl,1
702,16,CCS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCC(N4CCOCC4)CC3)cc2OC)ncc1Cl,1
703,655,C#CC1(NC(=O)c2csc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n2)CCCCC1,0
704,1403,COc1cc(N2CC[C@@H](N(C)C)C2)ccc1Nc1ncc(Cl)c(Nc2cccc3c2C(=O)N(C)C3)n1,0
705,120,CCCS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(N3CCOCC3)ccc2OC)ncc1Cl,1
706,1322,COc1cc(OCCN2CCOCC2)ccc1Nc1ncc(Cl)c(Nc2cccc3c2C(=O)N(C)C3)n1,0
707,788,COc1cc(Nc2ncc(Br)c(Nc3ccccc3S(=O)(=O)NCC=C3CC3)n2)cc(OC)c1OC,0
708,1307,COc1cc(Nc2ncc3ccn(-c4cccc(Cc5nnn[nH]5)c4)c3n2)cc(OC)c1OC,0
709,353,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1cc(F)ccc1Cl,1
710,906,CC(C)(O)C1CCN(Cc2ccc3[nH]c(=NC(=O)c4ccc(F)cc4)n([C@H]4CC[C@]5(CC4)NC(=O)NC5=O)c3c2)CC1,0
711,1198,COc1ccc(Nc2ccnc(Nc3ccc(OC)c(OCCO)c3)n2)cc1O,0
712,715,CCOc1cc2c(-c3ccc(O)cc3)nc3[nH]nc(C)c3c2cc1OC,0
713,736,COc1ccc2c(-c3ccc(O)cc3)nc3[nH]nc(Cc4ccccc4)c3c2c1,0
714,47,CCCS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCC[C@H](C(N)=O)C3)cc2OC)ncc1Cl,1
715,317,COc1cc(N2CCOCC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2C(=O)N(C)C)n1,1
716,268,COc1cc(Nc2ncc3c(n2)N(c2ccccn2)CC3)cc(OC)c1OC,1
717,1283,CCOCCCNC(=O)Cc1cccc(-n2ccc3cnc(Nc4cc(OC)c(OC)c(OC)c4)nc32)c1,0
718,937,CC(C)S(=O)(=O)N1CCC(n2c(=NC(=O)c3ccccc3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1,0
719,1278,COc1cc(Nc2ncc3ccn(-c4cccc(C(=O)NC5CCC5)c4)c3n2)cc(OC)c1OC,0
720,887,CN1CCCC1CCOc1cccc(Nc2nccc(Nc3ccccc3S(N)(=O)=O)n2)c1,0
721,577,Cc1ccc(CCNC(=O)c2csc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n2)cc1,0
722,1547,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCC(F)(F)F)cs1,0
723,208,CCCS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCC(C(N)=O)CC3)cc2OC)ncc1Cl,1
724,568,COc1ccccc1CNC(=O)c1csc(CNC(=O)Nc2ccc(C(C)C)cc2)n1,0
725,1236,COc1cc(C)c(Nc2ncc3ccn(-c4ccnc(Cl)c4)c3n2)cc1OC,0
726,1538,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCCCN2CCOCC2)cs1,0
727,9,CCc1cc2c(=O)c3c4ccc(C#N)cc4[nH]c3n(C(C)C)c2cc1C1CCN(C)CC1,1
728,1099,COc1cc(Nc2nccc(Nc3cccc(O)c3)n2)cc(OC)c1OC,0
729,1157,CNc1ccc(Nc2nccc(Nc3cccc(OC)c3S(N)(=O)=O)n2)cc1C(F)(F)F,0
730,404,CC(Oc1cc(-c2ccc(C3CNCCC3O)nc2)cnc1N)c1c(Cl)cccc1Cl,1
731,1196,Cc1cnc(Nc2ccc3[nH]nnc3c2)nc1Nc1ccccc1S(N)(=O)=O,0
732,251,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Br,1
733,615,CCc1ccc(NC(=O)NCc2nc(C(=O)NCc3ccccc3OC)cs2)cc1,0
734,675,Clc1cnc2nc1Nc1cccc(c1)SCCNc1cccc(c1)N2.O=C(O)C(F)(F)F,0
735,297,COc1cc(-n2cncn2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,1
736,1374,COCCOc1ccc(Nc2ncc(Cl)c(Nc3ccc(N4CCN(C)CC4)c4c3C(=O)N(C)CC4)n2)c(OC)c1,0
737,588,CC(C)CNC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1,0
738,586,Cc1ccc(NC(=O)NCc2nc(C(=O)NCCc3cccc(Cl)c3)cs2)cc1,0
739,458,CNS(=O)(=O)N1CCC(n2/c(=N/C(=O)c3ccccc3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1,1
740,1204,COc1cc(Nc2nccc(Nc3ccc(N(C)C(C)=O)cc3)n2)cc(OC)c1OC,0
741,1276,COc1cc(Nc2ncc3ccn(-c4ccccc4C(=O)NCCCCN(C)C)c3n2)cc(OC)c1OC,0
742,541,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCCc2ccccc2Cl)cs1,0
743,389,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(C)c(-c2c[nH]c3ccccc23)n1,1
744,1375,COCCOc1ccc(Nc2ncc(Cl)c(Nc3ccc(N4CCNCC4)c4c3C(=O)N(C)CC4)n2)c(OC)c1,0
745,1529,CCCCCCN(CCC#N)C(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1,0
746,752,COc1ccc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)OCO4)n2)cc1N(C)C,0
747,373,COCCNC1CCc2ccc(Nc3ncc(Cl)c(N[C@H]4[C@@H](C(N)=O)[C@@H]5C=C[C@H]4C5)n3)c(OC)c2CC1,1
748,688,Cc1cnc2nc1Nc1cccc(c1)C=Cc1cccc(c1)N2.O=C(O)C(F)(F)F,0
749,70,CNC(=O)c1ccccc1Nc1nc(Nc2cc(N3CCOCC3)ccc2OC)ncc1Br,1
750,1362,CCCN(C)S(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCN(C)CC3)cc2OC)ncc1Cl,0
751,999,Cc1ccc(I)cc1Nc1ncc2ccn(-c3ccccn3)c2n1,0
752,1067,COc1cc(Nc2ncc3ccn(-c4cccc(C(=O)NC5CC5)c4)c3n2)cc(OC)c1OC,0
753,258,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cccc3c2CCC3)ncc1Br,1
754,244,COc1cc(Nc2ncc3ccn(-c4cccc(CCC#N)c4)c3n2)cc(OC)c1OC,1
755,336,CCOc1cc2c(=O)c3c4ccc(C#N)cc4[nH]c3n(C(C)C)c2c(F)c1N1CCC(N2CCOCC2)CC1,1
756,371,COc1cc2c(=O)c3c4ccc(C#N)cc4[nH]c3n(C3CCC3)c2c(F)c1N1CCC(N2CCOCC2)CC1,1
757,557,COc1ccc(CNC(=O)c2csc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n2)cc1,0
758,785,O=C(O)c1ccccc1Nc1ccnc(Nc2ccc(N3CCCCC3)cc2)n1,0
759,1292,COc1ccc(C)c(Nc2ncc3ccn(-c4cccc(C(=O)NCCN(C)C)c4)c3n2)c1,0
760,734,COCCOc1cc2c(-c3ccc(O)c(Cl)c3)nc3[nH]nc(C)c3c2cc1OCCOC,0
761,1423,COc1ccc(N2CCC(O)CC2)cc1Nc1ncc(Br)c(Nc2ccccc2S(=O)(=O)NC(C)C)n1,0
762,1102,COc1ccc(Nc2ccnc(Nc3ccc(OC)c(O)c3)n2)cc1O,0
763,382,COc1cc(N2CCN(C[C@@H](C)O)CC2)ccc1Nc1ncc2ccc(-c3ccccc3N(C)S(C)(=O)=O)n2n1,1
764,684,Clc1cnc2nc1Nc1cccc(c1)NCCOc1cccc(c1)N2.O=C(O)C(F)(F)F,0
765,1398,COc1cc(N2CCN3CCOC[C@@H]3C2)ccc1Nc1ncc(Cl)c(Nc2cccc3c2C(=O)N(C)CC3)n1,0
766,1232,COc1cc(Nc2ncc3ccn(-c4ccc(F)nc4)c3n2)cc(OC)c1OC,0
767,135,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(OCC3CCN(C)CC3)cc2OC)ncc1Cl,1
768,1026,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C2CC2)n1,0
769,1577,CC(C)CCC(C)NC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1,0
770,123,CC(C)NS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2F)ncc1Cl,1
771,771,COc1cccc(C(=O)/N=c2\[nH]c3cnc(OCCN4CCCCC4)cc3n2C2CCC(C(=O)NC(C)C)CC2)c1,0
772,1111,CN1CCCC1Oc1cccc(Nc2nccc(Nc3cccc(O)c3)n2)c1,0
773,970,COC(=O)c1cccc(-n2ccc3cnc(Nc4cc(OC)c(OC)c(OC)c4)nc32)c1,0
774,285,CCCCc1ccccc1Nc1ncc(Br)c(Nc2ccccc2S(=O)(=O)NC)n1,1
775,1239,COc1cc(Nc2ncc3ccn(-c4cccc([N+](=O)[O-])c4C)c3n2)cc(OC)c1OC,0
776,1642,CC(C)Oc1cc2c(cc1Nc1ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n1)C(=O)N(C1CCN(CC(N)=O)CC1)C2,0
777,737,COc1cc(Nc2ncc3ccn(-c4cccc(C(=O)NCCN5CCCC5)c4)c3n2)cc(OC)c1OC,0
778,1013,CCNc1cc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)OCCO4)n2)ccc1C,0
779,1382,CN1CCc2c(N3CCNCC3)ccc(Nc3nc(Nc4ccccc4F)ncc3Cl)c2C1=O,0
780,1541,CC1CN(C(=O)c2csc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n2)CCN1c1ccccc1,0
781,1353,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(OC)c(N3CCOCC3)cc2OC)ncc1Br,0
782,22,CNC(=O)c1cc(N2CCCC2)ccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl,1
783,15,CCCOc1cc2c(=O)c3c4ccc(C#N)cc4[nH]c3n(C(C)C)c2cc1N1CCN(C)CC1,1
784,405,CC(C)n1c2cc(N3CCC(N4CCOCC4)CC3)ccc2c(=O)c2c3ccc(C#N)cc3[nH]c21,1
785,1520,CSCC[C@H](NC(=O)c1ccccc1)C(=O)NCc1nc(C(=O)NCCc2cccc(Cl)c2)cs1,0
786,767,CC(C)NC(=O)C1CCC(n2/c(=N/C(=O)N3CCCC3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1,0
787,200,COc1cc(F)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)NCC(F)(F)F)n1,1
788,1522,CCN(CC)C(=O)C1CCCN(C(=O)c2csc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n2)C1,0
789,1410,CN1Cc2c(OCCN3CCOCC3)ccc(Nc3nc(Cl)ncc3Cl)c2C1=O,0
790,912,CC(C)NC(=O)C1CCC(n2/c(=N/C(=O)c3ccnnc3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1.O=C(O)C(F)(F)F,0
791,1365,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)NCC(C)C)n1,0
792,1469,Oc1ccc(Cl)cc1Nc1ccnc(Nc2cccc(OCCN3CCCCC3)c2)n1,0
793,589,COc1ccccc1CNC(=O)c1csc(CNC(=O)COc2ccc(I)cc2)n1,0
794,1049,CNc1cc(Nc2nccc(Nc3cccc(OCCOC)c3S(N)(=O)=O)n2)ccc1C,0
795,115,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCS(=O)(=O)CC3)cc2OC)ncc1Br,1
796,1176,COc1cc(Nc2ncc(C)c(Nc3ccc(CCO)cc3)n2)cc(OC)c1OC,0
797,104,CCCS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCNC(=O)C3)cc2OC)ncc1Cl,1
798,960,COc1cc(Nc2ncc3ccn(-c4ccc(SC)cc4)c3n2)cc(OC)c1OC,0
799,1407,CC(C)N1CCN(c2ccc(Nc3nc(Nc4ccccc4F)ncc3Cl)c3c2CCN(C)C3=O)CC1,0
800,622,COc1cccc(CCNC(=O)c2csc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n2)c1OC,0
801,36,CNC(=O)c1cc(F)ccc1Nc1nc(Nc2ccc(N3CCN(C(C)=O)CC3)cc2OC)ncc1Cl,1
802,239,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(-n3ccnc3C)cc2OC)ncc1Br,1
803,204,CCCS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCN(C(=O)NC)CC3)cc2OC)ncc1Cl,1
804,1034,COc1cc(N2CCN3CCOC[C@@H]3C2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)NC(C)C)n1,0
805,1643,CC(C)NC(=O)C1CCC(n2c(N)nc3cnc(OCCN4CCCCC4)cc32)CC1,0
806,802,NS(=O)(=O)c1c(Nc2ccnc(Nc3cccc(OCCN4CCCCC4)c3)n2)ccc2c1OCCO2,0
807,492,COc1cc2c(=O)c3c4ccc(C#N)cc4[nH]c3n(C)c2cc1N1CCN(C)CC1,0
808,747,COc1ccc(Nc2nccc(Nc3cccc(OCc4ccccc4)c3S(N)(=O)=O)n2)cc1OC,0
809,1156,COc1cc(Nc2ncc3ccn(-c4cccc(C(=O)NCCCN)n4)c3n2)cc(OC)c1OC,0
810,264,CN1Cc2c(N3CCN(C(=O)OC(C)(C)C)CC3)ccc(N)c2C1=O,1
811,716,CCOc1cc(-c2nc3[nH]nc(C)c3c3cc(OC)c(OC)cc23)ccc1O,0
812,347,COc1cc2c(=O)c3c4ccc(C#N)cc4[nH]c3n(C3CCC3)c2c(F)c1N1CCN(C)CC1,1
813,326,CCCCOc1cc2c(=O)c3c4ccc(C#N)cc4[nH]c3n(C(C)C)c2cc1N1CCN(C)CC1,1
814,893,CC(C)NC(=O)[C@H]1CC[C@@H](n2c(=NC(=O)N3CCOCC3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1,0
815,920,COc1cc(F)cc(C(=O)N=c2[nH]c3cnc(OCCN4CCCCC4)cc3n2[C@H]2CC[C@@H](C(=O)NC(C)C)CC2)c1,0
816,277,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cccc(OC)c2OC)ncc1Br,1
817,1478,CCc1cnc(Nc2cc(OC)c(OC)c(OC)c2)nc1Nc1cccc(S(=O)(=O)NC)c1,0
818,470,CC(C)(O)C1CCN(CCOc2cc3c(cn2)[nH]/c(=N\C(=O)c2cccc(F)c2)n3[C@H]2CC[C@@H](C(=O)N3CC(O)C3)CC2)CC1,1
819,604,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCc2ccc(Cl)c(Cl)c2)cs1,0
820,717,COc1cc2c(-c3ccc(O)cc3)nc3[nH]nc(C(F)(F)F)c3c2cc1OC,0
821,1453,COc1cc(Nc2ncc3ccn(-c4cccc5c4CC(=O)CC5)c3n2)cc(OC)c1OC,0
822,658,Cc1ccc(C)c(CCNC(=O)c2csc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n2)c1,0
823,782,COc1cc(N2CCN3CCOCC3C2)ccc1Nc1ncc(Cl)c(Nc2cccc3c2C(=O)N(C)C3)n1,0
824,761,CNc1cccc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)OCCO4)n2)c1,0
825,1065,CNC(=O)Cc1cccc(-n2ccc3cnc(Nc4cc(OC)c(OC)c(OC)c4)nc32)c1,0
826,1459,COc1ccc(Nc2ccnc(Nc3ccc(OC)c(OCCCn4ccnc4)c3)n2)cc1O,0
827,1207,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(C)cc(C)c2)ncc1Br,0
828,929,CC(C)(O)C1CCN(CCOc2cc3c(cn2)[nH]c(=NC(=O)c2cccc(F)c2)n3[C@H]2CC[C@@H](C(=O)N3C[C@H]4C[C@@H]3CN4)CC2)CC1,0
829,903,CC(C)(O)C1CCN(Cc2ccc3[nH]c(=NC(=O)c4ccc(F)cc4)n([C@H]4CC[C@H](C(N)=O)CC4)c3c2)CC1,0
830,298,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cccc3c2OC(F)(F)O3)ncc1Br,1
831,645,CC(NC(=O)c1coc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1)c1cccc2ccccc12,0
832,242,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCN(C)CC3)cc2OC)ncc1Cl,1
833,214,CNC1CCN(c2ccc(Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)C(C)C)n3)c(OC)c2)CC1,1
834,1082,COc1cc(Nc2ncc3c(Cl)cn(-c4ccc(C(=O)O)cc4)c3n2)cc(OC)c1OC,0
835,182,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(C(=O)N3CCNCC3)ccc2C)ncc1Br,1
836,848,COc1ccc(Nc2nccc(Nc3ccc(C)c(OC)c3S(N)(=O)=O)n2)cc1OCCCN1CCCC1,0
837,1460,CNS(=O)(=O)c1cccc(Nc2nc(Nc3ccc(OC)c(OCCn4ccnc4)c3)ncc2C)c1,0
838,43,COc1cc(OCCN2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)NC(C)C)n1,1
839,1141,CN(C)c1cccc(Nc2nccc(Nc3ccccc3C(=O)O)n2)c1,0
840,1614,CN(CC(=O)N1CCC(n2c(=NC(=O)c3ccccc3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1)C(=O)OC(C)(C)C,0
841,1251,COc1ccc(C)c(Nc2ncc3ccn(Cc4cccnc4)c3n2)c1,0
842,628,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCc2ccccc2C(F)(F)F)cs1,0
843,453,C=CCNS(=O)(=O)c1cccc(C(=O)/N=c2\[nH]c3cnc(OCCN4CCCCC4)cc3n2[C@H]2CC[C@@H](C(=O)NC(C)C)CC2)c1,1
844,652,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)N[C@@H]2CCCc3ccccc32)cs1,0
845,49,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(N3CCC(N4CCCCC4)CC3)ccc2OC)ncc1Cl,1
846,1549,Cc1ccccc1CNC(=O)c1coc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1,0
847,554,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCc2cccc(F)c2)cs1,0
848,1162,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(C)c(C)c2)ncc1Br,0
849,1405,COc1ccccc1Nc1ncc(Cl)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c3c2C(=O)N(C)C3)n1,0
850,766,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(OC)c(OC)c(OC)c2)ncc1Cl,0
851,1289,COc1cc(Nc2ncc3ccn(-c4ccccc4COC(C)=O)c3n2)cc(OC)c1OC,0
852,998,c1ccc(-n2ccc3cnc(Nc4ccc5[nH]ccc5c4)nc32)nc1,0
853,1573,C[C@@H](NC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1)C(C)(C)C,0
